,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
22946,Medicare and Social Security are going bankrupt.,118,38_2012,1,1,34651,34700,,"{""Premise"": 7, ""O"": 1}",Premise,Medicare and Social Security are going bankrupt.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1956.44,1958.28,NOT_FOUND
22947,These are indisputable facts.,118,38_2012,2,2,34700,34730,,"{""Premise"": 4, ""O"": 1}",Premise,These are indisputable facts.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1958.28,1959.68,NOT_FOUND
22948,"Look, when I look at these programs, we've all had tragedies in our lives.",118,38_2012,3,3,34730,34805,,"{""O"": 10, ""Premise"": 8}",O,"Look, when I look at these programs, we've all had tragedies in our lives.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,1959.68,1964.24,NOT_FOUND
22949,I think about what they've done for my own family.,118,38_2012,4,4,34805,34856,,"{""Premise"": 11, ""O"": 1}",Premise,I think about what they've done for my own family.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1964.24,1966.6,NOT_FOUND
22950,My mom and I had my grandmother move in with us who was facing Alzheimer's.,118,38_2012,5,5,34856,34932,,"{""Premise"": 16, ""O"": 1}",Premise,My mom and I had my grandmother move in with us who was facing Alzheimer's.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1966.6,1971.56,NOT_FOUND
22951,"Medicare was there for here, just like it's there for my mom right now who is a Florida senior.",118,38_2012,6,6,34932,35028,,"{""Premise"": 21, ""O"": 1}",Premise,"Medicare was there for here, just like it's there for my mom right now who is a Florida senior.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1971.56,1975.44,NOT_FOUND
22952,"After my dad died, my mom and I got Social Security survivors benefits, helped me pay for college, it helped her go back to college in her 50s where she started a small business because of the new skills she got.",118,38_2012,7,7,35029,35242,,"{""Premise"": 43, ""O"": 2}",Premise,"After my dad died, my mom and I got Social Security survivors benefits, helped me pay for college, it helped her go back to college in her 50s where she started a small business because of the new skills she got.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1975.44,1986.44,NOT_FOUND
22953,She paid all of her taxes on the promise that these programs would be there for her.,118,38_2012,8,8,35242,35327,,"{""Premise"": 17, ""O"": 1}",Premise,She paid all of her taxes on the promise that these programs would be there for her.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1986.44,1991.36,NOT_FOUND
22954,We will honor this promise.,118,38_2012,9,9,35328,35356,,"{""Claim"": 5, ""O"": 1}",Claim,We will honor this promise.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,1991.36,1993.24,NOT_FOUND
22955,And the best way to do it is reform it for my generation.,118,38_2012,10,10,35356,35414,,"{""O"": 2, ""Claim"": 12}",Claim,And the best way to do it is reform it for my generation.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,1993.24,1996.2,NOT_FOUND
22956,"You see, if you reform these programs for my generation, people 54 and below, you can guarantee they don't change for people in or near retirement, which is precisely what Mitt Romney and I are proposing.",118,38_2012,11,11,35415,35620,,"{""O"": 6, ""Premise"": 13, ""Claim"": 23}",Claim,"You see, if you reform these programs for my generation, people 54 and below, you can guarantee they don't change for people in or near retirement, which is precisely what Mitt Romney and I are proposing.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,1996.2,2006.88,NOT_FOUND
22957,Look what -- look what Obamacare does.,118,38_2012,12,12,35621,35660,,"{""O"": 8}",O,Look what -- look what Obamacare does.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2006.88,2009.08,NOT_FOUND
22958,Obamacare takes $716 billion from Medicare to spend on Obamacare.,118,38_2012,13,13,35660,35726,,"{""Claim"": 11, ""O"": 1}",Claim,Obamacare takes $716 billion from Medicare to spend on Obamacare.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2009.08,2015.4,NOT_FOUND
22959,Even their own chief actuary at Medicare backs this up.,118,38_2012,14,14,35726,35782,,"{""O"": 2, ""Premise"": 9}",Premise,Even their own chief actuary at Medicare backs this up.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2015.4,2019.32,NOT_FOUND
22960,He says you can't spend the same dollar twice.,118,38_2012,15,15,35782,35829,,"{""Premise"": 10, ""O"": 1}",Premise,He says you can't spend the same dollar twice.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2019.32,2021.36,NOT_FOUND
22961,You can't claim that this money goes to Medicare and Obamacare.,118,38_2012,16,16,35829,35893,,"{""Claim"": 12, ""O"": 1}",Claim,You can't claim that this money goes to Medicare and Obamacare.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2021.36,2024.88,NOT_FOUND
22962,RYAN: And then they put this new Obamacare board in charge of cutting Medicare each and every year in ways that will lead to denied care for current seniors.,119,38_2012,0,0,35895,36053,,"{""O"": 5, ""Premise"": 26}",Premise, And then they put this new Obamacare board in charge of cutting Medicare each and every year in ways that will lead to denied care for current seniors.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2024.88,2032.6,NOT_FOUND
22963,"This board, by the way, it's 15 people, the president's supposed to appoint them next year.",119,38_2012,1,1,36053,36145,,"{""Premise"": 21, ""O"": 1}",Premise,"This board, by the way, it's 15 people, the president's supposed to appoint them next year.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2032.6,2036.96,NOT_FOUND
22964,And not one of them even has to have medical training.,119,38_2012,2,2,36145,36200,,"{""O"": 2, ""Premise"": 10}",Premise,And not one of them even has to have medical training.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2036.96,2039.8,NOT_FOUND
22965,And Social Security?,119,38_2012,3,3,36201,36222,,"{""O"": 4}",O,And Social Security?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2039.8,2040.68,NOT_FOUND
22966,"If we don't shore up Social Security, when we run out of the IOUs, when the program goes bankrupt, a 25 percent across-the-board benefit cut kicks in on current seniors in the middle of their retirement.",119,38_2012,4,4,36222,36426,,"{""Claim"": 40, ""O"": 1}",Claim,"If we don't shore up Social Security, when we run out of the IOUs, when the program goes bankrupt, a 25 percent across-the-board benefit cut kicks in on current seniors in the middle of their retirement.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2040.68,2051.36,NOT_FOUND
22967,We're going to stop that from happening.,119,38_2012,5,5,36426,36467,,"{""Claim"": 8, ""O"": 1}",Claim,We're going to stop that from happening.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2051.36,2053.28,NOT_FOUND
22968,They haven't put a credible solution on the table.,119,38_2012,6,6,36468,36519,,"{""Claim"": 10, ""O"": 1}",Claim,They haven't put a credible solution on the table.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2053.28,2056.76,NOT_FOUND
22969,He'll tell you about vouchers.,119,38_2012,7,7,36519,36550,,"{""Claim"": 6, ""O"": 1}",Claim,He'll tell you about vouchers.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2056.76,2059.04,NOT_FOUND
22970,He'll say all these things to try and scare people.,119,38_2012,8,8,36550,36602,,"{""Claim"": 11, ""O"": 1}",Claim,He'll say all these things to try and scare people.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2059.04,2061.64,NOT_FOUND
22971,"Here's what we're saying: give younger people, when they become Medicare eligible, guaranteed coverage options that you can't be denied, including traditional Medicare.",119,38_2012,9,9,36602,36771,,"{""Claim"": 30, ""O"": 1}",Claim,"Here's what we're saying: give younger people, when they become Medicare eligible, guaranteed coverage options that you can't be denied, including traditional Medicare.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2061.64,2071.64,NOT_FOUND
22972,"Choose your plan, and then Medicare subsidizes your premiums, not as much for the wealthy people, more coverage for middle-income people, and total out-of-pocket coverage for the poor and the sick.",119,38_2012,10,10,36771,36969,,"{""Claim"": 35, ""O"": 1}",Claim,"Choose your plan, and then Medicare subsidizes your premiums, not as much for the wealthy people, more coverage for middle-income people, and total out-of-pocket coverage for the poor and the sick.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2071.64,2081.28,NOT_FOUND
22973,Choice and competition.,119,38_2012,11,11,36970,36994,,"{""O"": 4}",O,Choice and competition.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2081.28,2082.8,NOT_FOUND
22974,"We would rather have 50 million future seniors determine how their Medicare is delivered to them instead of 15 bureaucrats deciding what, if, when, where they get it.",119,38_2012,12,12,36994,37161,,"{""Claim"": 31, ""O"": 1}",Claim,"We would rather have 50 million future seniors determine how their Medicare is delivered to them instead of 15 bureaucrats deciding what, if, when, where they get it.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2082.8,2091.36,NOT_FOUND
22975,"BIDEN: You know, I heard that death panel argument from Sarah Palin.",121,38_2012,0,0,37208,37277,,"{""O"": 15}",O," You know, I heard that death panel argument from Sarah Palin.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,2092.6,2095.16,NOT_FOUND
22976,It seems every vice presidential debate I hear this kind of stuff about panels.,121,38_2012,1,1,37277,37357,,"{""O"": 15}",O,It seems every vice presidential debate I hear this kind of stuff about panels.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,2095.16,2098.84,NOT_FOUND
22977,But let's talk about Medicare.,121,38_2012,2,2,37357,37388,,"{""O"": 7}",O,But let's talk about Medicare.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,2098.84,2100.8,NOT_FOUND
22978,"What we did is, we saved $716 billion and put it back, applied it to Medicare.",121,38_2012,3,3,37388,37467,,"{""Claim"": 19, ""O"": 1}",Claim,"What we did is, we saved $716 billion and put it back, applied it to Medicare.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2100.8,2108.04,NOT_FOUND
22979,We cut the cost of Medicare.,121,38_2012,4,4,37467,37496,,"{""Premise"": 6, ""O"": 1}",Premise,We cut the cost of Medicare.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2108.04,2110.04,NOT_FOUND
22980,"We stopped overpaying insurance companies, doctors and hospitals.",121,38_2012,5,5,37496,37562,,"{""Premise"": 9, ""O"": 1}",Premise,"We stopped overpaying insurance companies, doctors and hospitals.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2110.04,2114.8,NOT_FOUND
22981,The AMA supported what we did.,121,38_2012,6,6,37562,37593,,"{""Premise"": 6, ""O"": 1}",Premise,The AMA supported what we did.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2114.8,2116.84,NOT_FOUND
22982,AARP endorsed what we did.,121,38_2012,7,7,37593,37620,,"{""Premise"": 5, ""O"": 1}",Premise,AARP endorsed what we did.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2116.84,2119.08,NOT_FOUND
22983,And it extends the life of Medicare to 2024.,121,38_2012,8,8,37620,37665,,"{""O"": 2, ""Claim"": 8}",Claim,And it extends the life of Medicare to 2024.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2119.08,2123.2,NOT_FOUND
22984,They want to wipe this all out.,121,38_2012,9,9,37665,37697,,"{""Claim"": 7, ""O"": 1}",Claim,They want to wipe this all out.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2123.2,2125.32,NOT_FOUND
22985,It also gave more benefits.,121,38_2012,10,10,37698,37726,,"{""Claim"": 5, ""O"": 1}",Claim,It also gave more benefits.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2125.32,2126.72,NOT_FOUND
22986,"Any senior out there, ask yourself: Do you have more benefits today?",121,38_2012,11,11,37726,37795,,"{""O"": 15}",O,"Any senior out there, ask yourself: Do you have more benefits today?",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,2126.72,2130.96,NOT_FOUND
22987,You do.,121,38_2012,12,12,37795,37803,,"{""Claim"": 2, ""O"": 1}",Claim,You do.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2130.96,2131.52,NOT_FOUND
22988,"If you're near the donut hole, you have $800 -- $600 more to help your prescription drug costs.",121,38_2012,13,13,37803,37899,,"{""Premise"": 22, ""O"": 1}",Premise,"If you're near the donut hole, you have $800 -- $600 more to help your prescription drug costs.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2131.52,2136.56,NOT_FOUND
22989,You get wellness visits without co-pays.,121,38_2012,14,14,37899,37940,,"{""Premise"": 6, ""O"": 1}",Premise,You get wellness visits without co-pays.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2136.56,2138.72,NOT_FOUND
22990,"They wipe all of this out, and Medicare goes -- becomes insolvent in 2016, number one.",121,38_2012,15,15,37940,38027,,"{""Claim"": 15, ""O"": 4}",Claim,"They wipe all of this out, and Medicare goes -- becomes insolvent in 2016, number one.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2138.72,2144.16,NOT_FOUND
22991,"Number two, ""guaranteed benefit""?",121,38_2012,16,16,38028,38062,,"{""O"": 4, ""Claim"": 4}",O,"Number two, ""guaranteed benefit""?",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Mixed,2144.16,2146.28,NOT_FOUND
22992,It's a voucher.,121,38_2012,17,17,38062,38078,,"{""Claim"": 4, ""O"": 1}",Claim,It's a voucher.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2146.28,2147.16,NOT_FOUND
22993,"When they first proposed -- when the congressman had his first voucher program, the CBO said it would cost $6,400 a year, Martha, more for every senior, 55 and below, when they got there.",121,38_2012,18,18,38078,38266,,"{""Premise"": 40, ""O"": 1}",Premise,"When they first proposed -- when the congressman had his first voucher program, the CBO said it would cost $6,400 a year, Martha, more for every senior, 55 and below, when they got there.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2147.16,2162.6,NOT_FOUND
22994,"He knew that, yet he got all the guys in Congress and women in the Republican Party to vote for it.",121,38_2012,19,19,38266,38366,,"{""Premise"": 22, ""O"": 1}",Premise,"He knew that, yet he got all the guys in Congress and women in the Republican Party to vote for it.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2162.6,2168.84,NOT_FOUND
22995,"Governor Romney, knowing that, said, I would sign it, were I there.",121,38_2012,20,20,38366,38434,,"{""Premise"": 16, ""O"": 1}",Premise,"Governor Romney, knowing that, said, I would sign it, were I there.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2168.84,2174.0,NOT_FOUND
22996,"Who you believe, the AMA, me, a guy who's fought his whole life for this, or somebody who would actually put in motion a plan that knowingly cut -- added $6,400 a year more to the cost of Medicare?",121,38_2012,21,21,38435,38633,,"{""Premise"": 46}",Premise,"Who you believe, the AMA, me, a guy who's fought his whole life for this, or somebody who would actually put in motion a plan that knowingly cut -- added $6,400 a year more to the cost of Medicare?",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2174.0,2189.52,NOT_FOUND
22997,"Now they got a new plan: ""Trust me, it's not going to cost you any more.""",121,38_2012,22,22,38634,38708,,"{""O"": 1, ""Premise"": 21}",Premise,"Now they got a new plan: ""Trust me, it's not going to cost you any more.""",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2189.52,2193.4,NOT_FOUND
22998,"Folks, follow your instincts on this one.",121,38_2012,23,23,38708,38750,,"{""O"": 3, ""Premise"": 6}",Premise,"Folks, follow your instincts on this one.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2193.4,2195.8,NOT_FOUND
22999,"And with regard to Social Security, we will not -- we will not privatize it.",121,38_2012,24,24,38751,38828,,"{""O"": 2, ""Claim"": 15}",Claim,"And with regard to Social Security, we will not -- we will not privatize it.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2195.8,2201.12,NOT_FOUND
23000,"If we had listened to Romney, Governor Romney, and the congressman during the Bush years, imagine where all those seniors would be now if their money had been in the market.",121,38_2012,25,25,38828,39002,,"{""Premise"": 34, ""O"": 1}",Premise,"If we had listened to Romney, Governor Romney, and the congressman during the Bush years, imagine where all those seniors would be now if their money had been in the market.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2201.12,2210.88,NOT_FOUND
23001,"Their ideas are old and their ideas are bad, and they eliminate the guarantee of Medicare.",121,38_2012,26,26,39003,39094,,"{""Claim"": 14, ""O"": 4}",Claim,"Their ideas are old and their ideas are bad, and they eliminate the guarantee of Medicare.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2210.88,2217.48,NOT_FOUND
23002,RYAN: Here's the problem.,122,38_2012,0,0,39096,39122,,"{""O"": 7}",O, Here's the problem.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2217.48,2218.24,NOT_FOUND
23003,"They got caught with their hands in the cookie jar, turning Medicare into a piggybank for Obamacare.",122,38_2012,1,1,39122,39223,,"{""Claim"": 18, ""O"": 1}",Claim,"They got caught with their hands in the cookie jar, turning Medicare into a piggybank for Obamacare.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2218.24,2224.56,NOT_FOUND
23004,Their own actuary from the administration came to Congress and said one out of six hospitals and nursing homes are going to go out of business as a result of this.,122,38_2012,2,2,39223,39387,,"{""Premise"": 31, ""O"": 1}",Premise,Their own actuary from the administration came to Congress and said one out of six hospitals and nursing homes are going to go out of business as a result of this.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2224.56,2233.4,NOT_FOUND
23005,BIDEN: That's not what they said.,123,38_2012,0,0,39388,39422,,"{""O"": 3, ""Claim"": 6}",Claim, That's not what they said.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2233.4,2234.36,NOT_FOUND
